          ;        6332;   ;Filtro    ;Inicio                                  ;17102013      ;173448;190.211.162.26 ;OK ;                    ;Inicio de filtrado                                                      
          ;        6332;   ;Filtro    ;tbk_param.txt                           ;17102013      ;173448;190.211.162.26 ;OK ;                    ;Archivo parseado                                                        
          ;        6332;   ;Filtro    ;Terminado                               ;17102013      ;173448;190.211.162.26 ;OK ;                    ;Datos Filtrados con exito                                               
          ;        6332;   ;sanitiza  ;inicio                                  ;17102013      ;173448;190.211.162.26 ;OK ;                    ;Entrando a sanitizacion                                                 
          ;        6332;   ;sanitiza  ;Array                                   ;17102013      ;173448;190.211.162.26 ;OK ;                    ;Arreglo de parametros OK.                                               
          ;        6332;   ;sanitiza  ;Fin                                     ;17102013      ;173448;190.211.162.26 ;Ok ;                    ;Sanitizacion exitosa                                                    
2042088556;        6332;   ;pago      ;inicio                                  ;17102013      ;173448;190.211.162.26 ;OK ;597030639545        ;Parseo realizado                                                        
2042088556;        6332;   ;pago      ;https://webpay.transbank.cl             ;17102013      ;173448;190.211.162.26 ;OK ;597030639545        ;Datos en datos/tbk_config.dat                                           
2042088556;        6332;   ;pago      ;https://webpay.transbank.cl             ;17102013      ;173448;190.211.162.26 ;OK ;597030639545        ;Mac generado                                                            
2042088556;        6332;   ;pago      ;https://webpay.transbank.cl             ;17102013      ;173448;190.211.162.26 ;OK ;597030639545        ;Construccion TBK_PARAM                                                  
2042088556;        6332;   ;pago      ;https://webpay.transbank.cl             ;17102013      ;173448;190.211.162.26 ;OK ;597030639545        ;TBK_PARAM encriptado                                                    
2042088556;        6332;   ;pago      ;https://webpay.transbank.cl             ;17102013      ;173448;190.211.162.26 ;OK ;597030639545        ;Datos listos para ser enviados                                          
2042088556;        6332;   ;pago      ;https://webpay.transbank.cl             ;17102013      ;173448;190.211.162.26 ;OK ;597030639545        ;Medio 1: Transaccion segura                                             
2042088556;        6332;   ;pago      ;https://webpay.transbank.cl             ;17102013      ;173449;190.211.162.26 ;OK ;597030639545        ;Datos validados                                                         
2042088556;        6332;   ;pago      ;https://webpay.transbank.cl             ;17102013      ;173449;190.211.162.26 ;OK ;597030639545        ;Token=eb669c74b8bd8e8584a605a743cfbafe799d8fcb0761fd05891390d246376890  
2042088556;        6332;   ;pago      ;https://webpay.transbank.cl             ;17102013      ;173449;190.211.162.26 ;OK ;597030639545        ;Redireccion web                                                         
2042088556;        6332;   ;pago      ;https://webpay.transbank.cl             ;17102013      ;173449;190.211.162.26 ;OK ;597030639545        ;Todo OK                                                                 
